CustomerID,Recency,Frequency,Monetary,Cluster,Segment
15478,40,2,1399.92,1,Regular Customers
15482,16,10,10331.32,3,High-Value Customers
15483,161,4,225.26,0,Dormant / Low-Value
15484,1,4,3590.41,3,High-Value Customers
15485,30,2,1624.91,1,Regular Customers
15488,93,1,91.32000000000001,0,Dormant / Low-Value
15489,23,3,1134.28,1,Regular Customers
15491,95,6,3100.09,1,Regular Customers
15492,28,2,659.46,2,Recent / Developing
15493,33,5,1953.41,1,Regular Customers
15494,21,2,1280.58,1,Regular Customers
15497,18,2,1262.2,1,Regular Customers
15498,3,25,12339.68,3,High-Value Customers
15500,8,4,1131.56,1,Regular Customers
15502,16,9,9455.53,3,High-Value Customers
15504,81,1,52.83,0,Dormant / Low-Value
15505,53,5,3610.96,1,Regular Customers
15506,23,3,972.08,1,Regular Customers
15507,172,1,475.86,0,Dormant / Low-Value
15508,189,6,1000.27,1,Regular Customers
15510,331,1,250.0,0,Dormant / Low-Value
15511,12,5,900.53,1,Regular Customers
15512,156,1,19.8,0,Dormant / Low-Value
15513,33,17,13444.72,3,High-Value Customers
15514,12,7,2199.01,3,High-Value Customers
15516,45,3,62.43,0,Dormant / Low-Value
15517,233,1,267.03,0,Dormant / Low-Value
15518,64,8,1921.55,1,Regular Customers
15520,2,1,343.5,2,Recent / Developing
15521,40,8,3000.2,1,Regular Customers
15522,33,2,397.99,2,Recent / Developing
15523,84,1,412.01000000000005,0,Dormant / Low-Value
15524,25,1,440.0,2,Recent / Developing
15525,2,2,459.44,2,Recent / Developing
15526,33,2,148.44,2,Recent / Developing
15527,19,7,2207.13,3,High-Value Customers
15528,254,1,229.33,0,Dormant / Low-Value
15529,23,9,3641.14,3,High-Value Customers
15530,22,4,1497.31,1,Regular Customers
15531,8,2,1972.39,2,Recent / Developing
15532,25,3,1210.93,1,Regular Customers
15533,19,3,807.57,1,Regular Customers
15535,173,4,502.9,1,Regular Customers
15537,163,1,110.92,0,Dormant / Low-Value
15539,7,1,538.46,2,Recent / Developing
15540,11,1,213.3,2,Recent / Developing
15541,114,1,85.13000000000001,0,Dormant / Low-Value
15543,288,1,127.86,0,Dormant / Low-Value
15544,9,8,3192.17,3,High-Value Customers
15545,54,1,153.64000000000001,0,Dormant / Low-Value
15547,7,13,4143.2300000000005,3,High-Value Customers
15549,77,3,1681.46,1,Regular Customers
15550,4,4,575.63,2,Recent / Developing
15551,37,1,436.06,2,Recent / Developing
15552,217,1,90.12,0,Dormant / Low-Value
15553,60,1,428.93,0,Dormant / Low-Value
15554,278,1,217.2,0,Dormant / Low-Value
15555,12,13,3805.04,3,High-Value Customers
15556,24,1,279.77,2,Recent / Developing
15557,29,1,468.91,2,Recent / Developing
15561,12,4,800.5899999999999,1,Regular Customers
15563,22,3,1130.25,1,Regular Customers
15565,50,2,173.16000000000003,0,Dormant / Low-Value
15567,19,1,186.01,2,Recent / Developing
15568,3,3,758.29,2,Recent / Developing
15569,104,5,1375.71,1,Regular Customers
15570,7,9,3100.88,3,High-Value Customers
15571,12,4,650.4300000000001,2,Recent / Developing
15572,5,7,2533.42,3,High-Value Customers
15573,32,2,591.1899999999999,2,Recent / Developing
15574,178,1,112.1,0,Dormant / Low-Value
15576,38,1,921.37,2,Recent / Developing
15577,151,3,258.88,0,Dormant / Low-Value
15578,162,1,127.1,0,Dormant / Low-Value
15579,69,2,327.6,0,Dormant / Low-Value
15581,121,9,3351.91,1,Regular Customers
15582,25,3,682.9100000000001,1,Regular Customers
15584,24,4,720.86,1,Regular Customers
15585,177,1,455.3,0,Dormant / Low-Value
15587,50,3,568.8,1,Regular Customers
15589,256,3,478.53,0,Dormant / Low-Value
15592,47,1,388.58,0,Dormant / Low-Value
15593,71,1,199.8,0,Dormant / Low-Value
15594,16,5,1771.78,1,Regular Customers
15596,101,4,1004.27,1,Regular Customers
15597,35,1,324.57,2,Recent / Developing
15598,53,1,240.68,0,Dormant / Low-Value
15599,27,2,761.74,2,Recent / Developing
15601,11,12,5540.11,3,High-Value Customers
15602,8,7,1145.32,3,High-Value Customers
15603,79,1,48.480000000000004,0,Dormant / Low-Value
15604,52,1,216.39000000000001,0,Dormant / Low-Value
15605,36,4,1003.38,1,Regular Customers
15606,61,9,2920.16,1,Regular Customers
15607,337,1,104.76,0,Dormant / Low-Value
15608,28,4,1093.68,1,Regular Customers
15609,184,1,298.48,0,Dormant / Low-Value
15610,52,1,112.46000000000001,0,Dormant / Low-Value
15611,10,13,1591.45,3,High-Value Customers
15612,36,2,195.15,2,Recent / Developing
15615,10,20,9318.55,3,High-Value Customers
15618,33,4,776.851,1,Regular Customers
15619,11,1,336.4,2,Recent / Developing
15620,57,2,1128.69,1,Regular Customers
15621,4,4,1293.03,3,High-Value Customers
15622,43,9,3709.56,3,High-Value Customers
15623,141,1,301.03000000000003,0,Dormant / Low-Value
15624,117,4,588.13,1,Regular Customers
15625,104,4,1534.26,1,Regular Customers
15626,75,2,675.8,1,Regular Customers
15628,5,8,2551.06,3,High-Value Customers
15630,45,2,1186.35,1,Regular Customers
15632,16,8,3285.31,3,High-Value Customers
15634,17,1,243.55,2,Recent / Developing
15636,90,2,724.76,1,Regular Customers
15637,53,1,223.36,0,Dormant / Low-Value
15639,134,1,425.32,0,Dormant / Low-Value
15640,4,12,9704.37,3,High-Value Customers
15641,105,3,1578.83,1,Regular Customers
15643,192,3,664.0,0,Dormant / Low-Value
15644,166,4,803.54,1,Regular Customers
15645,19,1,612.01,2,Recent / Developing
15646,158,2,257.84000000000003,0,Dormant / Low-Value
15648,204,2,639.5,0,Dormant / Low-Value
15649,336,1,306.0,0,Dormant / Low-Value
15651,37,3,646.3,1,Regular Customers
15652,91,1,337.74,0,Dormant / Low-Value
15653,93,2,877.44,1,Regular Customers
15654,9,2,922.53,2,Recent / Developing
15655,243,1,560.6700000000001,0,Dormant / Low-Value
15656,45,4,748.5,1,Regular Customers
15657,23,1,30.0,2,Recent / Developing
15658,190,4,717.9,1,Regular Customers
15659,44,1,306.45,0,Dormant / Low-Value
15660,25,8,1391.56,1,Regular Customers
15661,317,2,309.8,0,Dormant / Low-Value
15663,106,1,138.14,0,Dormant / Low-Value
15664,51,1,386.43,0,Dormant / Low-Value
15665,168,2,2222.21,1,Regular Customers
15667,40,1,301.32000000000005,2,Recent / Developing
15668,218,1,76.32000000000001,0,Dormant / Low-Value
15669,40,4,684.34,1,Regular Customers
15670,297,1,173.05,0,Dormant / Low-Value
15671,19,7,2657.13,3,High-Value Customers
15673,88,4,2726.23,1,Regular Customers
15674,73,5,2446.6,1,Regular Customers
15675,81,3,323.69,0,Dormant / Low-Value
15676,19,3,3435.76,1,Regular Customers
15677,49,1,657.23,2,Recent / Developing
15678,53,1,352.7,0,Dormant / Low-Value
15679,24,4,781.28,1,Regular Customers
15680,9,2,854.79,2,Recent / Developing
15681,25,5,1426.16,1,Regular Customers
15683,117,1,193.75,0,Dormant / Low-Value
15687,9,9,2993.1,3,High-Value Customers
15689,120,1,150.6,0,Dormant / Low-Value
15690,4,2,239.76,2,Recent / Developing
15691,252,1,136.8,0,Dormant / Low-Value
15692,28,1,191.04,2,Recent / Developing
15694,1,11,5632.07,3,High-Value Customers
15695,267,2,409.98,0,Dormant / Low-Value
15696,33,8,2711.11,1,Regular Customers
15699,18,1,309.65,2,Recent / Developing
15700,172,2,696.68,0,Dormant / Low-Value
15701,2,4,1529.0,3,High-Value Customers
15703,265,1,211.5,0,Dormant / Low-Value
15704,140,4,2293.62,1,Regular Customers
15705,201,1,143.1,0,Dormant / Low-Value
15706,64,4,1060.56,1,Regular Customers
15707,35,4,916.98,1,Regular Customers
15708,41,6,2917.96,1,Regular Customers
15709,284,1,133.25,0,Dormant / Low-Value
15712,9,5,1072.3600000000001,1,Regular Customers
15713,143,1,185.55,0,Dormant / Low-Value
15714,12,2,330.03000000000003,2,Recent / Developing
15716,146,3,571.71,0,Dormant / Low-Value
15717,234,1,150.3,0,Dormant / Low-Value
15719,33,13,5030.07,3,High-Value Customers
15720,24,1,598.73,2,Recent / Developing
15721,12,1,471.40000000000003,2,Recent / Developing
15722,36,5,2211.21,1,Regular Customers
15724,201,2,218.25,0,Dormant / Low-Value
15725,15,1,415.25,2,Recent / Developing
15727,17,6,3642.11,3,High-Value Customers
15729,213,1,85.0,0,Dormant / Low-Value
15730,66,3,1120.88,1,Regular Customers
15732,212,1,156.02,0,Dormant / Low-Value
15733,283,1,162.3,0,Dormant / Low-Value
15734,115,2,1339.45,1,Regular Customers
15737,15,8,1188.1200000000001,3,High-Value Customers
15738,19,15,4482.77,3,High-Value Customers
15739,66,1,449.12,0,Dormant / Low-Value
15740,49,1,154.88,0,Dormant / Low-Value
15743,16,4,775.96,1,Regular Customers
15744,78,1,34.8,0,Dormant / Low-Value
15745,19,4,1094.5900000000001,1,Regular Customers
15746,134,1,196.88,0,Dormant / Low-Value
15747,13,3,946.64,2,Recent / Developing
15748,40,1,144.36,0,Dormant / Low-Value
15749,235,3,44534.3,1,Regular Customers
15750,3,6,2122.53,3,High-Value Customers
15752,40,6,2366.95,1,Regular Customers
15753,305,1,79.2,0,Dormant / Low-Value
15754,51,3,458.57,1,Regular Customers
15755,10,6,2364.25,3,High-Value Customers
15756,61,4,528.01,1,Regular Customers
15757,66,2,714.42,1,Regular Customers
15758,25,1,205.25,2,Recent / Developing
15759,218,2,155.8,0,Dormant / Low-Value
15762,65,2,583.75,0,Dormant / Low-Value
15763,32,2,1086.92,1,Regular Customers
15764,88,6,3279.9700000000003,1,Regular Customers
15766,64,1,315.06,0,Dormant / Low-Value
15768,116,3,621.83,1,Regular Customers
15769,7,25,56160.92,3,High-Value Customers
15773,6,1,635.6800000000001,2,Recent / Developing
15774,69,1,270.8,0,Dormant / Low-Value
15775,245,1,104.9,0,Dormant / Low-Value
15776,133,1,241.62,0,Dormant / Low-Value
15777,241,3,681.5600000000001,0,Dormant / Low-Value
15780,184,2,298.13,0,Dormant / Low-Value
15781,25,3,345.46000000000004,2,Recent / Developing
15782,10,3,2614.74,1,Regular Customers
15783,11,1,246.3,2,Recent / Developing
15785,33,5,2328.9700000000003,1,Regular Customers
15786,46,3,4919.0,1,Regular Customers
15787,26,3,933.26,1,Regular Customers
15790,10,1,218.75,2,Recent / Developing
15791,44,2,1612.69,1,Regular Customers
15793,15,3,965.61,1,Regular Customers
15795,150,1,610.01,0,Dormant / Low-Value
15796,1,8,2708.61,3,High-Value Customers
15797,113,4,2207.4,1,Regular Customers
15799,76,3,884.14,1,Regular Customers
15800,107,2,696.89,0,Dormant / Low-Value
15801,46,3,1063.95,1,Regular Customers
15802,143,1,451.42,0,Dormant / Low-Value
15803,51,1,415.82000000000005,0,Dormant / Low-Value
15804,1,13,4206.39,3,High-Value Customers
15805,23,16,5117.38,3,High-Value Customers
15806,46,3,784.58,1,Regular Customers
15807,50,3,903.9,1,Regular Customers
15808,306,2,1469.82,0,Dormant / Low-Value
15809,36,5,515.77,1,Regular Customers
15810,79,4,1391.98,1,Regular Customers
15811,22,4,1779.82,1,Regular Customers
15812,107,5,1801.14,1,Regular Customers
15813,208,2,1303.9099999999999,1,Regular Customers
15814,17,4,1945.3300000000002,1,Regular Customers
15815,64,5,2100.6,1,Regular Customers
15819,49,4,1905.45,1,Regular Customers
15820,320,1,206.98,0,Dormant / Low-Value
15821,44,2,570.96,2,Recent / Developing
15822,3,1,445.27,2,Recent / Developing
15825,172,1,532.94,0,Dormant / Low-Value
15826,56,3,1654.31,1,Regular Customers
15827,73,12,1645.16,1,Regular Customers
15829,99,2,636.14,0,Dormant / Low-Value
15830,38,1,576.0,2,Recent / Developing
15831,58,3,794.64,1,Regular Customers
15832,254,1,836.79,0,Dormant / Low-Value
15834,70,4,2225.15,1,Regular Customers
15835,44,4,954.09,1,Regular Customers
15836,50,1,137.37,0,Dormant / Low-Value
15837,65,1,391.98,0,Dormant / Low-Value
15838,11,18,32685.58,3,High-Value Customers
15839,33,3,1048.49,1,Regular Customers
15840,59,2,355.56,0,Dormant / Low-Value
15841,73,4,1224.06,1,Regular Customers
15843,304,1,118.95,0,Dormant / Low-Value
15844,46,1,130.73999999999998,0,Dormant / Low-Value
15845,18,8,3711.77,3,High-Value Customers
15847,38,2,389.27,2,Recent / Developing
15850,19,2,234.88,2,Recent / Developing
15852,187,2,160.71,0,Dormant / Low-Value
15853,52,1,110.8,0,Dormant / Low-Value
15854,4,11,2739.02,3,High-Value Customers
15855,137,5,712.24,1,Regular Customers
15856,4,24,12862.33,3,High-Value Customers
15857,19,1,297.0,2,Recent / Developing
15858,16,4,1043.64,1,Regular Customers
15860,41,7,862.5,1,Regular Customers
15861,12,8,3146.92,3,High-Value Customers
15862,8,3,478.65000000000003,2,Recent / Developing
15863,26,2,68.84,2,Recent / Developing
15864,22,6,1936.32,1,Regular Customers
15865,41,3,895.13,1,Regular Customers
15866,101,1,211.89,0,Dormant / Low-Value
15867,5,12,3254.17,3,High-Value Customers
15869,277,2,149.64,0,Dormant / Low-Value
15870,33,1,351.44,2,Recent / Developing
15872,15,2,316.25,2,Recent / Developing
15874,64,7,4405.88,1,Regular Customers
15877,2,2,490.33,2,Recent / Developing
15881,312,3,346.14,0,Dormant / Low-Value
15882,199,2,145.04000000000002,0,Dormant / Low-Value
15883,2,2,396.48,2,Recent / Developing
15885,93,3,379.35,0,Dormant / Low-Value
15886,60,1,181.09,0,Dormant / Low-Value
15888,81,1,168.31,0,Dormant / Low-Value
15889,157,1,148.0,0,Dormant / Low-Value
15891,227,1,511.68,0,Dormant / Low-Value
15894,253,1,106.81,0,Dormant / Low-Value
15895,150,1,179.17,0,Dormant / Low-Value
15897,194,2,208.59,0,Dormant / Low-Value
15898,1,3,867.19,2,Recent / Developing
15900,24,1,337.28000000000003,2,Recent / Developing
15901,17,3,351.73,2,Recent / Developing
15903,10,7,5126.76,3,High-Value Customers
15904,8,1,164.68,2,Recent / Developing
15906,20,7,1567.69,1,Regular Customers
15907,4,3,882.72,2,Recent / Developing
15909,174,1,191.94,0,Dormant / Low-Value
15910,1,8,1228.88,3,High-Value Customers
15912,178,2,264.62,0,Dormant / Low-Value
15916,16,6,1270.41,1,Regular Customers
15917,248,1,123.1,0,Dormant / Low-Value
15918,191,2,334.23,0,Dormant / Low-Value
15919,20,1,311.61,2,Recent / Developing
15920,154,4,167.5,0,Dormant / Low-Value
15921,173,1,323.03000000000003,0,Dormant / Low-Value
15925,194,1,207.15,0,Dormant / Low-Value
15930,67,1,426.63,0,Dormant / Low-Value
15932,4,8,2495.87,3,High-Value Customers
15933,21,3,1107.46,1,Regular Customers
15935,239,2,416.86,0,Dormant / Low-Value
15937,64,1,145.35000000000002,0,Dormant / Low-Value
15938,112,5,404.58000000000004,1,Regular Customers
15939,90,15,6115.01,3,High-Value Customers
15940,311,1,35.8,0,Dormant / Low-Value
15942,134,1,337.44,0,Dormant / Low-Value
15944,277,1,325.1,0,Dormant / Low-Value
15947,83,1,1708.24,1,Regular Customers
15948,8,2,955.24,2,Recent / Developing
15949,17,2,364.72,2,Recent / Developing
15950,32,3,1315.89,1,Regular Customers
15951,9,2,708.22,2,Recent / Developing
15952,34,4,781.91,1,Regular Customers
15953,15,7,1449.54,3,High-Value Customers
15955,24,13,3843.88,3,High-Value Customers
15957,32,1,428.89,2,Recent / Developing
15958,74,1,104.35,0,Dormant / Low-Value
15963,20,2,470.76,2,Recent / Developing
15965,17,3,652.68,2,Recent / Developing
15967,23,2,397.68,2,Recent / Developing
15969,3,3,666.1,2,Recent / Developing
15970,304,1,314.09999999999997,0,Dormant / Low-Value
15971,17,12,4199.85,3,High-Value Customers
15974,39,7,3442.15,1,Regular Customers
15975,84,1,371.01,0,Dormant / Low-Value
15976,165,2,427.64,0,Dormant / Low-Value
15977,17,2,1054.73,2,Recent / Developing
15978,77,1,1098.78,0,Dormant / Low-Value
15980,89,3,2398.86,1,Regular Customers
15981,25,8,3408.48,3,High-Value Customers
15983,22,1,326.75,2,Recent / Developing
15984,3,9,2657.93,3,High-Value Customers
15985,123,2,1142.42,1,Regular Customers
15986,30,1,168.12,2,Recent / Developing
15987,12,6,1319.29,1,Regular Customers
15988,19,1,156.78,2,Recent / Developing
15990,44,2,792.11,1,Regular Customers
15992,4,1,41.989999999999995,2,Recent / Developing
15993,9,7,2777.67,3,High-Value Customers
15994,55,1,414.27,0,Dormant / Low-Value
15996,88,5,769.33,1,Regular Customers
15998,37,4,2216.83,1,Regular Customers
16000,3,3,12393.7,3,High-Value Customers
16003,30,4,1554.3700000000001,1,Regular Customers
16005,12,4,578.71,2,Recent / Developing
16006,211,1,101.4,0,Dormant / Low-Value
16007,48,4,1693.81,1,Regular Customers
16008,24,3,478.78,2,Recent / Developing
16009,22,4,972.11,1,Regular Customers
16010,246,2,282.3,0,Dormant / Low-Value
16011,8,14,2954.36,3,High-Value Customers
16012,35,3,1415.29,1,Regular Customers
16013,4,42,34157.6,3,High-Value Customers
16014,38,3,646.83,1,Regular Customers
16015,4,3,704.55,2,Recent / Developing
16016,3,7,1102.49,3,High-Value Customers
16017,47,1,211.88,0,Dormant / Low-Value
16018,39,2,408.9,2,Recent / Developing
16019,47,8,3567.14,1,Regular Customers
16020,17,3,851.01,1,Regular Customers
16022,260,1,602.63,0,Dormant / Low-Value
16023,46,3,719.81,1,Regular Customers
16024,12,1,251.03,2,Recent / Developing
16025,30,1,439.65999999999997,2,Recent / Developing
16026,43,1,236.09,0,Dormant / Low-Value
16027,92,6,934.62,1,Regular Customers
16029,39,57,67738.31999999999,3,High-Value Customers
16030,310,1,331.24,0,Dormant / Low-Value
16031,92,2,547.9,0,Dormant / Low-Value
16033,6,18,8471.08,3,High-Value Customers
16034,196,3,437.70000000000005,0,Dormant / Low-Value
16036,87,2,758.9200000000001,1,Regular Customers
16037,270,2,554.5600000000001,0,Dormant / Low-Value
16038,8,3,471.78,2,Recent / Developing
16040,65,3,1313.55,1,Regular Customers
16041,31,3,3166.4,1,Regular Customers
16042,22,5,1177.47,1,Regular Customers
16043,37,4,773.99,1,Regular Customers
16045,120,4,1340.7,1,Regular Customers
16049,40,3,1074.81,1,Regular Customers
16050,174,1,137.9,0,Dormant / Low-Value
16052,54,1,362.06,0,Dormant / Low-Value
16053,33,2,1511.95,1,Regular Customers
16054,145,1,783.9,0,Dormant / Low-Value
16055,221,1,134.8,0,Dormant / Low-Value
16056,45,1,650.75,2,Recent / Developing
16057,16,7,2263.12,3,High-Value Customers
16059,66,5,1334.91,1,Regular Customers
16062,10,3,906.06,2,Recent / Developing
16063,260,1,335.32,0,Dormant / Low-Value
16066,17,5,1521.04,1,Regular Customers
16070,22,2,852.15,2,Recent / Developing
16071,45,1,326.24,0,Dormant / Low-Value
16072,288,1,584.3199999999999,0,Dormant / Low-Value
16073,297,1,122.4,0,Dormant / Low-Value
16076,3,10,2234.73,3,High-Value Customers
16078,284,1,79.2,0,Dormant / Low-Value
16079,17,3,1352.0,1,Regular Customers
16080,82,2,217.16,0,Dormant / Low-Value
16081,56,4,2641.82,1,Regular Customers
16083,101,1,979.64,0,Dormant / Low-Value
16084,299,1,436.18,0,Dormant / Low-Value
16085,23,5,981.51,1,Regular Customers
16086,59,4,944.13,1,Regular Customers
16091,155,2,315.06,0,Dormant / Low-Value
16092,115,3,817.86,1,Regular Customers
16093,107,1,17.0,0,Dormant / Low-Value
16094,12,4,1078.23,1,Regular Customers
16096,264,1,320.62,0,Dormant / Low-Value
16097,240,1,185.04999999999998,0,Dormant / Low-Value
16098,88,6,1575.03,1,Regular Customers
16099,50,3,731.9,1,Regular Customers
16101,71,1,1290.7,1,Regular Customers
16102,42,3,1842.14,1,Regular Customers
16103,7,6,1429.64,3,High-Value Customers
16104,62,1,298.21,0,Dormant / Low-Value
16105,249,1,336.96,0,Dormant / Low-Value
16106,66,1,108.38,0,Dormant / Low-Value
16107,18,7,3204.1600000000003,3,High-Value Customers
16108,85,1,842.5,0,Dormant / Low-Value
16109,219,2,611.88,0,Dormant / Low-Value
16110,45,3,1320.95,1,Regular Customers
16112,143,4,195.74,0,Dormant / Low-Value
16113,183,1,161.38,0,Dormant / Low-Value
16114,171,1,135.75000000000003,0,Dormant / Low-Value
16115,10,8,1660.8799999999999,3,High-Value Customers
16116,212,1,612.78,0,Dormant / Low-Value
16117,190,1,232.21,0,Dormant / Low-Value
16119,8,2,423.36,2,Recent / Developing
16120,59,4,1309.14,1,Regular Customers
16121,57,2,854.66,1,Regular Customers
16122,73,3,578.7,1,Regular Customers
16123,52,1,307.78000000000003,0,Dormant / Low-Value
16124,317,1,249.0,0,Dormant / Low-Value
16126,29,4,6287.77,1,Regular Customers
16127,39,1,656.25,2,Recent / Developing
16128,18,5,1880.22,1,Regular Customers
16131,52,6,3506.54,1,Regular Customers
16133,4,33,14589.04,3,High-Value Customers
16134,22,1,334.56,2,Recent / Developing
16135,263,1,517.55,0,Dormant / Low-Value
16136,60,3,709.38,1,Regular Customers
16139,19,3,635.4100000000001,2,Recent / Developing
16140,66,1,601.04,0,Dormant / Low-Value
16141,88,1,620.4,0,Dormant / Low-Value
16142,250,1,535.34,0,Dormant / Low-Value
16143,3,4,1613.5900000000001,3,High-Value Customers
16144,247,1,175.2,0,Dormant / Low-Value
16145,9,10,3496.71,3,High-Value Customers
16146,157,3,734.13,1,Regular Customers
16147,134,1,375.0,0,Dormant / Low-Value
16148,296,1,76.32000000000001,0,Dormant / Low-Value
16149,5,2,280.52,2,Recent / Developing
16150,43,4,1659.6,1,Regular Customers
16152,269,1,1829.04,0,Dormant / Low-Value
16153,50,4,1609.22,1,Regular Customers
16156,9,9,3092.04,3,High-Value Customers
16157,16,3,656.69,2,Recent / Developing
16159,282,1,348.2,0,Dormant / Low-Value
16160,65,2,1025.44,1,Regular Customers
16161,2,16,4957.37,3,High-Value Customers
16162,252,1,37.4,0,Dormant / Low-Value
16163,232,1,415.00000000000006,0,Dormant / Low-Value
16164,17,3,822.48,1,Regular Customers
16168,11,26,3511.8,3,High-Value Customers
16169,8,4,1822.97,1,Regular Customers
16170,51,6,1885.05,1,Regular Customers
16171,59,1,73.19999999999999,0,Dormant / Low-Value
16172,95,5,1140.21,1,Regular Customers
16173,16,6,1418.32,1,Regular Customers
16174,126,3,1009.55,1,Regular Customers
16175,94,4,1037.5900000000001,1,Regular Customers
16177,50,1,331.95,0,Dormant / Low-Value
16178,138,1,197.9,0,Dormant / Low-Value
16179,61,1,215.83,0,Dormant / Low-Value
16180,100,8,10254.18,1,Regular Customers
16181,73,1,305.54,0,Dormant / Low-Value
16182,72,4,6617.65,1,Regular Customers
16183,67,1,338.71000000000004,0,Dormant / Low-Value
16184,64,6,1158.79,1,Regular Customers
16185,17,2,529.41,2,Recent / Developing
16186,23,11,3699.2599999999998,3,High-Value Customers
16187,32,15,6911.4400000000005,3,High-Value Customers
16188,45,4,981.86,1,Regular Customers
16189,16,2,215.48,2,Recent / Developing
16190,40,1,215.08,2,Recent / Developing
16191,3,11,4552.92,3,High-Value Customers
16193,237,1,314.45,0,Dormant / Low-Value
16198,75,1,400.68100000000004,0,Dormant / Low-Value
16200,4,2,1068.8700000000001,2,Recent / Developing
16201,3,4,1863.47,3,High-Value Customers
16203,59,3,422.2,1,Regular Customers
16204,23,1,384.18,2,Recent / Developing
16205,31,4,757.63,1,Regular Customers
16206,55,4,537.0600000000001,1,Regular Customers
16207,25,1,394.38,2,Recent / Developing
16208,45,2,664.26,1,Regular Customers
16209,89,5,2262.62,1,Regular Customers
16210,2,14,14085.66,3,High-Value Customers
16211,89,1,547.02,0,Dormant / Low-Value
16212,19,2,690.34,2,Recent / Developing
16213,79,1,159.0,0,Dormant / Low-Value
16214,171,3,1062.75,1,Regular Customers
16215,81,1,242.35,0,Dormant / Low-Value
16216,267,1,914.9300000000001,0,Dormant / Low-Value
16217,235,2,304.25,0,Dormant / Low-Value
16218,30,6,2613.38,1,Regular Customers
16221,37,2,694.12,2,Recent / Developing
16222,318,1,773.55,0,Dormant / Low-Value
16224,57,4,1295.3,1,Regular Customers
16225,45,5,1096.32,1,Regular Customers
16226,203,3,255.12,0,Dormant / Low-Value
16227,225,1,314.22,0,Dormant / Low-Value
16229,87,2,1010.6,1,Regular Customers
16230,190,2,542.03,0,Dormant / Low-Value
16232,44,4,990.88,1,Regular Customers
16233,71,2,389.28000000000003,0,Dormant / Low-Value
16235,41,5,867.3100000000001,1,Regular Customers
16236,78,1,432.2,0,Dormant / Low-Value
16239,57,2,414.2,0,Dormant / Low-Value
16240,24,2,3718.8,1,Regular Customers
16241,10,12,2312.66,3,High-Value Customers
16242,8,7,3579.86,3,High-Value Customers
16243,34,2,409.1,2,Recent / Developing
16244,212,1,466.12,0,Dormant / Low-Value
16245,24,3,1413.66,1,Regular Customers
16247,170,1,114.56,0,Dormant / Low-Value
16248,62,1,152.94,0,Dormant / Low-Value
16249,53,5,1800.07,1,Regular Customers
16250,261,1,163.3,0,Dormant / Low-Value
16253,67,2,3683.86,1,Regular Customers
16255,17,7,2245.66,3,High-Value Customers
16256,267,1,752.4300000000001,0,Dormant / Low-Value
16257,177,1,46.95,0,Dormant / Low-Value
16258,45,5,5203.51,1,Regular Customers
16260,51,1,1035.45,1,Regular Customers
16261,17,4,728.54,1,Regular Customers
16265,9,7,4606.1900000000005,3,High-Value Customers
16266,74,7,861.89,1,Regular Customers
16268,71,2,667.65,1,Regular Customers
16271,3,4,1271.42,3,High-Value Customers
16272,117,1,411.7,0,Dormant / Low-Value
16275,197,1,559.87,0,Dormant / Low-Value
16276,177,1,810.6,0,Dormant / Low-Value
16278,100,1,566.38,0,Dormant / Low-Value
16279,21,3,1502.78,1,Regular Customers
16281,72,1,2062.06,1,Regular Customers
16282,340,1,168.3,0,Dormant / Low-Value
16283,6,5,1570.81,3,High-Value Customers
16284,31,2,812.68,1,Regular Customers
16287,170,1,142.5,0,Dormant / Low-Value
16292,122,1,302.25,0,Dormant / Low-Value
16293,22,9,1870.24,3,High-Value Customers
16295,10,4,1328.55,1,Regular Customers
16297,269,1,301.9,0,Dormant / Low-Value
16298,23,3,598.2,2,Recent / Developing
16302,127,1,233.22,0,Dormant / Low-Value
16303,26,3,5360.63,1,Regular Customers
16305,139,1,361.22,0,Dormant / Low-Value
16306,214,5,564.17,1,Regular Customers
16308,38,4,2560.0,1,Regular Customers
16309,106,2,706.57,0,Dormant / Low-Value
16311,18,2,616.26,2,Recent / Developing
16313,3,2,274.15000000000003,2,Recent / Developing
16315,331,1,226.37,0,Dormant / Low-Value
16316,64,7,2630.69,1,Regular Customers
16317,120,3,1341.65,1,Regular Customers
16318,35,1,328.15000000000003,2,Recent / Developing
16319,218,1,404.40000000000003,0,Dormant / Low-Value
16322,1,2,326.75,2,Recent / Developing
16323,196,1,207.50000000000003,0,Dormant / Low-Value
16324,128,3,408.59000000000003,0,Dormant / Low-Value
16325,47,3,594.24,1,Regular Customers
16326,6,14,3039.2200000000003,3,High-Value Customers
16327,14,5,3284.67,3,High-Value Customers
16330,18,3,251.91,2,Recent / Developing
16332,28,7,1582.8,1,Regular Customers
16333,8,22,26626.8,3,High-Value Customers
16337,37,1,151.05,2,Recent / Developing
16338,157,1,214.8,0,Dormant / Low-Value
16339,284,1,94.05,0,Dormant / Low-Value
16340,107,1,534.31,0,Dormant / Low-Value
16341,25,4,1971.8700000000001,1,Regular Customers
16342,75,4,322.41,1,Regular Customers
16343,16,2,328.58,2,Recent / Developing
16344,158,1,101.10000000000001,0,Dormant / Low-Value
16345,44,1,565.46,2,Recent / Developing
16347,11,2,847.45,2,Recent / Developing
16348,32,7,1415.65,1,Regular Customers
16349,291,1,53.5,0,Dormant / Low-Value
16350,21,4,1116.47,1,Regular Customers
16351,333,1,153.9,0,Dormant / Low-Value
16352,18,2,494.44,2,Recent / Developing
